"""relig"",""polviews"",""year"",""At_NonAt"",""Wing"""
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
None,Slightly Conservative,1989,Non_religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Extremely Liberal,1989,Religious,Left
Catholic,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Jewish,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Other,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
None,Extremely Liberal,1989,Non_religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Extrmly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
None,Slightly Liberal,1989,Non_religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Extremely Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
None,Liberal,1989,Non_religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
None,Slightly Liberal,1989,Non_religious,Left
Other,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
None,Extremely Liberal,1989,Non_religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Catholic,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
None,Extrmly Conservative,1989,Non_religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
None,Slightly Liberal,1989,Non_religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
None,Slightly Conservative,1989,Non_religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Extrmly Conservative,1989,Religious,Other
Protestant,Extrmly Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Catholic,Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Extremely Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Jewish,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
None,Liberal,1989,Non_religious,Left
Catholic,Liberal,1989,Religious,Left
Catholic,Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
None,Slightly Liberal,1989,Non_religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
None,Slightly Conservative,1989,Non_religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Protestant,Liberal,1989,Religious,Left
None,Slightly Conservative,1989,Non_religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
None,Moderate,1989,Non_religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Extrmly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Extremely Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Jewish,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Other,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Catholic,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Protestant,Extrmly Conservative,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Protestant,Moderate,1989,Religious,Other
None,Slightly Conservative,1989,Non_religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Slightly Liberal,1989,Religious,Left
Catholic,Moderate,1989,Religious,Other
Jewish,Moderate,1989,Religious,Other
Catholic,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Catholic,Liberal,1989,Religious,Left
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Catholic,Slightly Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Catholic,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
None,Liberal,1989,Non_religious,Left
Catholic,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
Protestant,Slightly Conservative,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Moderate,1989,Religious,Other
None,Slightly Conservative,1989,Non_religious,Other
Protestant,Moderate,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Conservative,1989,Religious,Other
Protestant,Liberal,1989,Religious,Left
Protestant,Moderate,1989,Religious,Other
